File,Foraging (Y/N),Seal_Presence,Original_Date (Do Not Use for R),Date,File_Timestamp,Time_In_1,Time_Out_1,Time_In_2,Time_Out_2,Time_In_3,Time_Out_3,Time_In_4,Time_Out_4,Time_In_5,Time_Out_5,Time_In_6,Time_Out_6,Cumulative_Time_m,Cumulative_Time_s,FGS_Status,Notes,
May_15_2023_122629_531,N,Y,"May _17, _2023",5/17/23,__3:05:06 AM,02:30.7,02:43.7,,,,,,,,,,,00:13.0,13.00,OFF,,
May_15_2023_122629_532,NA,N,"May _17, _2023",5/17/23,__3:09:44 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_533,N,Y,"May _17, _2023",5/17/23,3:14:16 AM,12:07.5,12:27.7,,,,,,,,,,,00:20.2,20.20,OFF,,
May_15_2023_122629_534,NA,N,"May _17, _2023",5/17/23,3:18:46 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_535,NA,N,"May _17, _2023",5/17/23,__3:23:24 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_536,N,Y,"May _17, _2023",5/17/23,3:28:10 AM,27:24.6,28:02.0,,,,,,,,,,,00:37.4,37.40,OFF,,
May_15_2023_122629_537,NA,N,"May _17, _2023",5/17/23,3:32:44 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_538,NA,N,"May _17, _2023",5/17/23,3:37:10 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_539,NA,N,"May _17, _2023",5/17/23,3:41:46 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_540,NA,N,"May _17, _2023",5/17/23,__3:46:24 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_541,NA,N,"May _17, _2023",5/17/23,3:51:02 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_542,NA,N,"May _17, _2023",5/17/23,3:55:24 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_543,NA,N,"May _17, _2023",5/17/23,__3:59:40 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_544,N,Y,"May _17, _2023",5/17/23,__4:03:52 AM,01:55.1,02:11.5,,,,,,,,,,,00:16.4,16.40,OFF,,
May_15_2023_122629_545,N,Y,"May _17, _2023",5/17/23,4:07:46 AM,04:18.9,04:58.8,05:08.9,05:16.7,,,,,,,,,00:47.7,47.70,OFF,,
May_15_2023_122629_546,NA,N,"May _17, _2023",5/17/23,__4:11:46 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_547,NA,N,"May _17, _2023",5/17/23,__4:15:50 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_548,N,Y,"May _17, _2023",5/17/23,__4:19:48 AM,17:35.4,17:42.5,19:18.9,19:29.3,,,,,,,,,00:17.5,17.50,OFF,,
May_15_2023_122629_549,NA,N,"May _17, _2023",5/17/23,4:23:46 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_550,N,Y,"May _17, _2023",5/17/23,4:27:50 AM,23:45.8,23:53.7,,,,,,,,,,,00:07.9,7.90,OFF,Very very close to the BV,
May_15_2023_122629_551,NA,N,"May _17, _2023",5/17/23,4:31:58 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_552,NA,N,"May _17, _2023",5/17/23,4:36:00 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_553,NA,N,"May _17, _2023",5/17/23,4:40:16 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_554,NA,N,"May _17, _2023",5/17/23,__4:44:46 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_555,NA,N,"May _17, _2023",5/17/23,4:49:12 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_556,N,Y,"May _17, _2023",5/17/23,__4:53:26 AM,53:02.6,53:24.7,,,,,,,,,,,00:22.1,22.10,OFF,,
May_15_2023_122629_557,NA,N,"May _17, _2023",5/17/23,4:57:30 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_558,N,Y,"May _17, _2023",5/17/23,5:01:26 AM,00:32.5,00:48.7,,,,,,,,,,,00:16.2,16.20,OFF,,
May_15_2023_122629_559,NA,N,"May _17, _2023",5/17/23,__5:05:14 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_560,NA,N,"May _17, _2023",5/17/23,__5:09:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_561,NA,N,"May _17, _2023",5/17/23,5:13:04 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_562,NA,N,"May _17, _2023",5/17/23,5:17:18 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_563,N,Y,"May _17, _2023",5/17/23,__5:21:44 AM,12:20:50,21:03.1,,,,,,,,,,,00:13.4,13.40,OFF,,
May_15_2023_122629_564,NA,N,"May _17, _2023",5/17/23,5:26:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_565,N,Y,"May _17, _2023",5/17/23,__5:30:16 AM,26:55.6,27:27.4,,,,,,,,,,,00:31.8,31.80,OFF,,
May_15_2023_122629_566,NA,N,"May _17, _2023",5/17/23,__5:34:28 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_567,NA,N,"May _17, _2023",5/17/23,5:38:32 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_568,NA,N,"May _17, _2023",5/17/23,5:42:32 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_569,NA,N,"May _17, _2023",5/17/23,5:46:40 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_570,NA,N,"May _17, _2023",5/17/23,5:51:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_571,NA,N,"May _17, _2023",5/17/23,5:55:22 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_572,NA,N,"May _17, _2023",5/17/23,__5:59:58 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_573,N,Y,"May _17, _2023",5/17/23,__6:04:10 AM,03:17.0,03:27.1,,,,,,,,,,,00:10.1,10.10,OFF,,
May_15_2023_122629_574,NA,N,"May _17, _2023",5/17/23,6:08:20 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_575,N,Y,"May _17, _2023",5/17/23,6:12:44 AM,12:23.5,12:37.5,,,,,,,,,,,00:14.0,14.00,OFF,,
May_15_2023_122629_576,NA,N,"May _17, _2023",5/17/23,6:16:54 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_577,NA,N,"May _17, _2023",5/17/23,6:21:04 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_578,N,Y,"May _17, _2023",5/17/23,__6:25:06 AM,24:06.6,24:17.8,,,,,,,,,,,00:11.2,11.20,OFF,,
May_15_2023_122629_579,NA,N,"May _17, _2023",5/17/23,6:28:54 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,Half at the end of the file ends up being very dark. Looks like the next file will be very dark,
May_15_2023_122629_580,N,Y,"May _17, _2023",5/17/23,6:33:26 AM,29:05.6,29:45.2,,,,,,,,,,,00:39.6,39.60,OFF,,
May_15_2023_122629_581,NA,N,"May _17, _2023",5/17/23,6:37:36 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_582,NA,N,"May _17, _2023",5/17/23,__6:41:24 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_583,NA,N,"May _17, _2023",5/17/23,6:45:14 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_584,NA,N,"May _17, _2023",5/17/23,6:49:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_585,NA,N,"May _17, _2023",5/17/23,6:53:14 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_586,NA,N,"May _17, _2023",5/17/23,6:57:30 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_587,NA,N,"May _17, _2023",5/17/23,7:01:48 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_588,NA,N,"May _17, _2023",5/17/23,7:06:02 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_589,NA,N,"May _17, _2023",5/17/23,7:10:14 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_590,NA,N,"May _17, _2023",5/17/23,7:14:38 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_591,NA,N,"May _17, _2023",5/17/23,7:19:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_592,NA,N,"May _17, _2023",5/17/23,7:23:40 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_593,N,Y,"May _17, _2023",5/17/23,7:28:12 AM,23:55.1,24:06.0,,,,,,,,,,,00:10.9,10.90,OFF,,
May_15_2023_122629_594,NA,N,"May _17, _2023",5/17/23,__7:32:26 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_595,NA,N,"May _17, _2023",5/17/23,__7:36:24 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_596,NA,N,"May _17, _2023",5/17/23,7:40:36 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_597,NA,N,"May _17, _2023",5/17/23,__7:44:52 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_598,NA,N,"May _17, _2023",5/17/23,__7:49:02 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_599,NA,N,"May _17, _2023",5/17/23,__7:53:22 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_600,NA,N,"May _17, _2023",5/17/23,7:57:44 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_601,NA,N,"May _17, _2023",5/17/23,__8:02:10 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_602,NA,N,"May _17, _2023",5/17/23,__8:06:46 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_603,NA,N,"May _17, _2023",5/17/23,__8:11:24 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_604,NA,N,"May _17, _2023",5/17/23,8:16:00 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_605,NA,N,"May _17, _2023",5/17/23,__8:20:32 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_606,N,Y,"May _17, _2023",5/17/23,8:25:04 AM,24:21.5,24:35.3,,,,,,,,,,,00:13.8,13.80,OFF,,
May_15_2023_122629_607,NA,N,"May _17, _2023",5/17/23,8:29:36 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_608,NA,N,"May _17, _2023",5/17/23,8:34:04 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_609,NA,N,"May _17, _2023",5/17/23,__8:38:18 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_610,NA,N,"May _17, _2023",5/17/23,8:42:42 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_611,NA,N,"May _17, _2023",5/17/23,__8:47:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_612,NA,N,"May _17, _2023",5/17/23,8:51:38 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_613,NA,N,"May _17, _2023",5/17/23,8:55:56 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_614,NA,N,"May _17, _2023",5/17/23,9:00:16 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_615,NA,N,"May _17, _2023",5/17/23,__9:04:38 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_616,NA,N,"May _17, _2023",5/17/23,9:09:26 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_617,NA,N,"May _17, _2023",5/17/23,__9:13:58 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_618,NA,N,"May _17, _2023",5/17/23,9:18:14 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_619,NA,N,"May _17, _2023",5/17/23,9:22:48 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_620,NA,N,"May _17, _2023",5/17/23,9:27:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_621,NA,N,"May _17, _2023",5/17/23,__9:31:28 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_622,NA,N,"May _17, _2023",5/17/23,__9:36:16 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_623,N,Y,"May _17, _2023",5/17/23,__9:41:06 AM,39:10.5,39:37.2,,,,,,,,,,,00:26.7,26.70,OFF,,
May_15_2023_122629_624,NA,N,"May _17, _2023",5/17/23,9:46:02 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_625,NA,N,"May _17, _2023",5/17/23,__9:51:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_626,NA,N,"May _17, _2023",5/17/23,9:56:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_627,NA,N,"May _17, _2023",5/17/23,10:01:02 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_628,NA,N,"May _17, _2023",5/17/23,__10:06:02 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,"There is something that in fast forward that could be a seal but when looking at normal speed, it does not have any movement and is a bit more of a ball.",
May_15_2023_122629_629,NA,N,"May _17, _2023",5/17/23,__10:11:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_630,NA,N,"May _17, _2023",5/17/23,10:16:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_631,NA,N,"May _17, _2023",5/17/23,__10:21:12 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_632,NA,N,"May _17, _2023",5/17/23,10:26:14 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_633,NA,N,"May _17, _2023",5/17/23,10:31:16 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_634,NA,N,"May _17, _2023",5/17/23,10:36:18 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,Very few fish in the recent files. Some larger salmon of fish swimming around but for the most part there is no schooling fish,
May_15_2023_122629_635,NA,N,"May _17, _2023",5/17/23,10:41:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_636,NA,N,"May _17, _2023",5/17/23,10:45:50 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_637,NA,N,"May _17, _2023",5/17/23,__10:50:16 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_638,NA,N,"May _17, _2023",5/17/23,10:54:38 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_639,N,Y,"May _17, _2023",5/17/23,10:58:50 AM,56:41.0,57:11.3,57:18.2,57:29.1,58:13.8,58:25.8,,,,,,,00:53.2,53.20,OFF,Several swim throughs of the seals ,
May_15_2023_122629_640,NA,N,"May _17, _2023",5/17/23,__11:03:18 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,There is something that looks a bit like a seal but it tumbles and contorts too much for me to think that it was a seal,
May_15_2023_122629_641,N,Y,"May _17, _2023",5/17/23,11:07:46 AM,07:26.5,07:37.4,,,,,,,,,,,00:10.9,10.90,OFF,,
May_15_2023_122629_642,NA,N,"May _17, _2023",5/17/23,11:12:02 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_643,N,Y,"May _17, _2023",5/17/23,__11:16:20 AM,16:00.5,16:13.2,,,,,,,,,,,00:12.7,12.70,OFF,On swim across from bridge to open water,
May_15_2023_122629_644,N,Y,"May _17, _2023",5/17/23,11:20:48 AM,17:17.7,17:32.6,,,,,,,,,,,00:14.9,14.90,OFF,A lot of garbage in the water moving pretty fast,
May_15_2023_122629_645,NA,N,"May _17, _2023",5/17/23,11:25:12 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_646,N,Y,"May _17, _2023",5/17/23,11:29:34 AM,25:18.6,25:30.7,29:22.0,29:32.2,,,,,,,,,00:22.3,22.30,OFF,Still a lot of stuff but no obvious foragingbehavior,
May_15_2023_122629_647,N,Y,"May _17, _2023",5/17/23,11:33:54 AM,30:27.6,30:40.8,,,,,,,,,,,00:13.2,13.20,OFF,,
May_15_2023_122629_648,NA,N,"May _17, _2023",5/17/23,11:38:26 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_649,N,Y,"May _17, _2023",5/17/23,11:42:58 AM,39:05.4,39:15.4,41:34.0,41:46.1,41:55.4,42:01.5,,,,,,,00:28.2,28.20,OFF,Two swim in the same direction away from bridge,
May_15_2023_122629_650,NA,N,"May _17, _2023",5/17/23,11:47:38 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_651,N,Y,"May _17, _2023",5/17/23,__11:52:12 AM,48:31.1,48:41.6,,,,,,,,,,,00:10.5,10.50,OFF,One swim across,
May_15_2023_122629_652,N,Y,"May _17, _2023",5/17/23,11:56:44 AM,54:24.4,54:40.2,54:43.7,54:57.9,,,,,,,,,00:30.0,30.00,OFF,Stuff isn't super crisp but two seal swim throughs,
May_15_2023_122629_653,N,Y,"May _17, _2023",5/17/23,__12:01:06 PM,58:02.2,58:20.8,00:52.7,01:04.3,,,,,,,,,00:30.2,30.20,OFF,,
May_15_2023_122629_654,N,Y,"May _17, _2023",5/17/23,__12:05:28 PM,04:03.0,04:14.3,,,,,,,,,,,00:11.3,11.30,OFF,,
May_15_2023_122629_655,N,Y,"May _17, _2023",5/17/23,12:09:52 PM,07:09.6,07:22.6,,,,,,,,,,,00:13.0,13.00,OFF,,
May_15_2023_122629_656,N,Y,"May _17, _2023",5/17/23,12:14:08 PM,13:35.9,14:05.3,,,,,,,,,,,00:29.4,29.40,OFF,Longer lingering swim in and out,
May_15_2023_122629_657,N,Y,"May _17, _2023",5/17/23,12:18:22 PM,14:44.6,14:54.8,,,,,,,,,,,00:10.2,10.20,OFF,,
May_15_2023_122629_658,N,Y,"May _17, _2023",5/17/23,12:22:36 PM,20:44.8,20:55.3,,,,,,,,,,,00:10.5,10.50,OFF,,
May_15_2023_122629_659,NA,N,"May _17, _2023",5/17/23,12:26:56 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_660,N,Y,"May _17, _2023",5/17/23,12:31:16 PM,30:17.3,30:32.6,,,,,,,,,,,00:15.3,15.30,OFF,,
May_15_2023_122629_661,N,Y,"May _17, _2023",5/17/23,12:35:34 PM,32:24.9,32:37.3,,,,,,,,,,,00:12.4,12.40,OFF,,
May_15_2023_122629_662,NA,N,"May _17, _2023",5/17/23,12:39:58 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_663,N,Y,"May _17, _2023",5/17/23,__12:44:20 PM,42:38.5,42:48.6,,,,,,,,,,,00:10.1,10.10,OFF,,
May_15_2023_122629_664,N,Y,"May _17, _2023",5/17/23,__12:48:32 PM,44:27.7,44:40.8,,,,,,,,,,,00:13.1,13.10,OFF,Single swim through,
May_15_2023_122629_665,N,Y,"May _17, _2023",5/17/23,__12:52:40 PM,50:50.6,51:01.4,,,,,,,,,,,00:10.8,10.80,OFF,,
May_15_2023_122629_666,NA,N,"May _17, _2023",5/17/23,12:56:38 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_667,N,Y,"May _17, _2023",5/17/23,1:00:32 PM,57:07.6,57:18.3,,,,,,,,,,,00:10.7,10.70,OFF,,
May_15_2023_122629_668,N,Y,"May _17, _2023",5/17/23,__1:04:32 PM,02:05.3,02:58.8,,,,,,,,,,,00:53.5,53.50,OFF,Lingering seal swims and then turns and swims toward BV,
May_15_2023_122629_669,N,Y,"May _17, _2023",5/17/23,1:08:32 PM,05:49.8,06:02.5,,,,,,,,,,,00:12.7,12.70,OFF,,
May_15_2023_122629_670,NA,N,"May _17, _2023",5/17/23,__1:12:16 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_671,N,Y,"May _17, _2023",5/17/23,__1:16:02 PM,12:18.8,12:32.8,,,,,,,,,,,00:14.0,14.00,OFF,Single swim through,
May_15_2023_122629_672,N,Y,"May _17, _2023",5/17/23,__1:20:12 PM,16:01.8,16:06.4,,,,,,,,,,,00:04.6,4.60,OFF,,
May_15_2023_122629_673,NA,N,"May _17, _2023",5/17/23,1:24:32 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_674,NA,N,"May _17, _2023",5/17/23,1:28:56 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_675,N,Y,"May _17, _2023",5/17/23,1:33:16 PM,29:47.8,30:11.4,,,,,,,,,,,00:23.6,23.60,OFF,,
May_15_2023_122629_676,N,Y,"May _17, _2023",5/17/23,__1:37:44 PM,35:09.3,35:16.8,,,,,,,,,,,00:07.5,7.50,OFF,,
May_15_2023_122629_677,NA,N,"May _17, _2023",5/17/23,1:42:16 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_678,NA,N,"May _17, _2023",5/17/23,1:47:00 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_679,NA,N,"May _17, _2023",5/17/23,1:51:48 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,There is a largish thing but when I looked at its size the largest I saw it was at about 0.8 m and I wasn't convinced,
May_15_2023_122629_680,NA,N,"May _17, _2023",5/17/23,1:56:34 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_681,NA,N,"May _17, _2023",5/17/23,2:01:14 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_682,NA,N,"May _17, _2023",5/17/23,2:05:58 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_683,NA,N,"May _17, _2023",5/17/23,2:10:46 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_684,NA,N,"May _17, _2023",5/17/23,2:15:34 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_685,NA,N,"May _17, _2023",5/17/23,2:20:22 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_686,N,Y,"May _17, _2023",5/17/23,2:25:00 PM,22:17.7,22:55.3,,,,,,,,,,,00:37.6,37.60,OFF,More fish in this file than in the previous,
May_15_2023_122629_687,NA,N,"May _17, _2023",5/17/23,__2:29:46 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_688,NA,N,"May _17, _2023",5/17/23,__2:34:30 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_689,NA,N,"May _17, _2023",5/17/23,__2:39:14 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_690,NA,N,"May _17, _2023",5/17/23,__2:43:58 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_691,NA,N,"May _17, _2023",5/17/23,2:48:38 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_692,NA,N,"May _17, _2023",5/17/23,__2:53:26 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_693,N,Y,"May _17, _2023",5/17/23,__2:58:12 PM,56:30.8,56:43.3,,,,,,,,,,,00:12.5,12.50,OFF,,
May_15_2023_122629_694,NA,N,"May _17, _2023",5/17/23,3:02:42 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_695,NA,N,"May _17, _2023",5/17/23,__3:07:14 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,Fish school present and is reacting to some predator that cannot be seen at all,
May_15_2023_122629_696,N,Y,"May _17, _2023",5/17/23,3:11:50 PM,08:42.7,09:17.6,,,,,,,,,,,00:34.9,34.90,OFF,,
May_15_2023_122629_697,NA,N,"May _17, _2023",5/17/23,3:16:34 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_698,NA,N,"May _17, _2023",5/17/23,3:21:22 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_699,NA,N,"May _17, _2023",5/17/23,__3:26:06 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_700,N,Y,"May _17, _2023",5/17/23,__3:30:24 PM,28:13.0,28:42.8,,,,,,,,,,,00:29.8,29.80,OFF,,
May_15_2023_122629_701,NA,N,"May _17, _2023",5/17/23,3:34:38 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_702,NA,N,"May _17, _2023",5/17/23,__3:39:12 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_703,NA,N,"May _17, _2023",5/17/23,3:44:00 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_704,NA,N,"May _17, _2023",5/17/23,3:48:48 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_705,NA,N,"May _17, _2023",5/17/23,__3:53:36 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_706,NA,N,"May _17, _2023",5/17/23,__3:58:10 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_707,NA,N,"May _17, _2023",5/17/23,__4:02:36 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_708,NA,N,"May _17, _2023",5/17/23,4:07:18 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_709,N,Y,"May _17, _2023",5/17/23,__4:12:06 PM,09:56.1,10:14.0,,,,,,,,,,,00:17.9,17.90,OFF,,
May_15_2023_122629_710,NA,N,"May _17, _2023",5/17/23,__4:16:54 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_711,NA,N,"May _17, _2023",5/17/23,__4:21:42 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_712,NA,N,"May _17, _2023",5/17/23,4:26:30 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_713,NA,N,"May _17, _2023",5/17/23,__4:31:18 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_714,NA,N,"May _17, _2023",5/17/23,__4:36:06 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_715,NA,N,"May _17, _2023",5/17/23,4:40:54 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
