taxonomic_path	common_name	% samples positive in project
Chromista;NA;Dinophyceae;Peridiniales;Pfiesteriaceae;NA;Pfiesteriaceae sp. CCMP1971	""	1.63
Animalia;Annelida;Polychaeta;Phascolosomatiformes;Phascolosomatidae;Phascolosoma;Phascolosoma agassizii	Agassiz'z peanut worm	1.63
Animalia;Arthropoda;Maxillopoda;Sessilia;Archaeobalanidae;Semibalanus;Semibalanus cariosus	Thatched barnacle	0.81
Animalia;Mollusca;Bivalvia;Nuculoida;Nuculidae;Ennucula;Ennucula tenuis	""	0.81
Animalia;Arthropoda;Insecta;Trichoptera;Polycentropodidae;Plectrocnemia	""	1.63
Plantae;NA;Florideophyceae;Gigartinales	""	0.81
Animalia;Arthropoda;Arachnida;Araneae;Nicodamidae;Megadictyna	""	0.81
Animalia;Arthropoda;Insecta;Diptera;Sciaridae;NA;Sciaridae sp. BOLD:ACL2522	""	0.81
Plantae;NA;Florideophyceae;Ahnfeltiales;Ahnfeltiaceae;Ahnfeltia;Ahnfeltia fastigiata	""	0.81
Animalia;Arthropoda;Arachnida;Araneae;Sicariidae;Sicarius;Sicarius cariri	""	0.81
Animalia;Arthropoda;Insecta;Plecoptera;Gripopterygidae;Riekoperla	""	0.81
Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Evasterias;Evasterias troschelii	""	0.81
Animalia;Echinodermata;Ophiuroidea;Ophiurida;Ophiuridae	""	0.81
Animalia;Annelida;Polychaeta;Sabellida;Sabellidae;NA;Sabellidae sp. CMC01	""	0.81
Animalia;Mollusca;Gastropoda;NA;Cyclophoridae;Cyclophorus;Cyclophorus volvulus	""	1.63
Fungi;Ascomycota;Leotiomycetes;Helotiales;Chaetomellaceae;Synchaetomella;Synchaetomella acerina	Asco's	0.81
Animalia;Arthropoda;Insecta;Phthiraptera	""	0.81
Animalia;Arthropoda;Insecta;Odonata	""	1.63
Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Nicolea;Nicolea zostericola	""	0.81
Plantae;NA;Florideophyceae;Corallinales;Corallinaceae;Neogoniolithon;Neogoniolithon brassica-florida	""	0.81
Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Uroleucon	""	0.81
Chromista;NA;Oomycetes;Peronosporales;Peronosporaceae;Peronospora	""	0.81
Plantae;NA;Florideophyceae;Gigartinales;Kallymeniaceae;Psaromenia;Psaromenia sp. 1LH	""	0.81
Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Sellaphoraceae;Fallacia;Fallacia sp. Baikal_260	""	0.81
Animalia;Annelida;Polychaeta;Eunicida;Eunicidae;Eunice;Eunice valens	Paddle-footed annelids	1.63
Animalia;Arthropoda;Insecta;Lepidoptera;NA;NA;Lepidoptera sp. BOLD:AAA0276	""	1.63
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia cf. recta RT-2009	""	0.81
Animalia;Nemertea;Palaeonemertea;NA;Tubulanidae;Tubulanus;Tubulanus sexlineatus	""	0.81
Plantae;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis	""	1.63
Fungi;Basidiomycota;Pucciniomycetes;Pucciniales;Melampsoraceae;Melampsora;Melampsora occidentalis	Rust Fungi	0.81
Animalia;Annelida;Polychaeta;NA;Orbiniidae;Scoloplos	""	0.81
Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae	""	1.63
Animalia;Mollusca;Gastropoda;NA;Eulimidae;Melanella;Melanella thersites	Urchin-snails	0.81
Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae	""	1.63
Plantae;Streptophyta	""	0.81
Plantae;NA;Florideophyceae;Halymeniales;Halymeniaceae	""	0.81
Animalia;Cnidaria;Anthozoa;Alcyonacea;Spongiodermidae	""	0.81
Animalia;Mollusca;Bivalvia;Ostreoida;Ostreidae;Crassostrea;Crassostrea gigas	Pacific cupped oyster	0.81
Animalia;Arthropoda;Arachnida;Araneae;Philodromidae;Thanatus;Thanatus striatus	""	0.81
Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae	""	0.81
Animalia;Arthropoda;Arachnida;Oribatida;Brachychthoniidae	""	0.81
Animalia;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Corticium;Corticium candelabrum	""	0.81
Animalia;Chordata;Mammalia;NA;Bovidae	Bovine	0.81
Animalia;Echinodermata;Ophiuroidea	""	0.81
Animalia;Arthropoda;Insecta;Lepidoptera;Geometridae;Perizoma	""	0.81
Chromista;Phaeophyceae;NA;Ectocarpales;Chordariaceae;Myrionema;Myrionema balticum	""	0.81
Animalia;Porifera;Demospongiae;Dendroceratida;Halisarcidae;Halisarca;Halisarca dujardini	""	0.81
Plantae;NA;Florideophyceae;Ceramiales;Rhodomelaceae;Pterosiphonia;Pterosiphonia bipinnata	""	1.63
Animalia;Nemertea;Anopla;Heteronemertea;Lineidae;Lineus;Lineus sp. 1 TCH-2015	""	0.81
Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Ampharete;Ampharete finmarchica	""	0.81
Animalia;Arthropoda;Insecta;Plecoptera;Chloroperlidae;Chloroperla;Chloroperla kosarovi	""	0.81
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema potamos	""	0.81
Animalia;Arthropoda;Insecta;Hymenoptera;Braconidae;Dolichogenidea	""	0.81
Animalia;Chordata;Mammalia;Chiroptera;Molossidae;Chaerephon;Chaerephon pumilus	""	0.81
Animalia;Arthropoda;Malacostraca;Amphipoda;Pontoporeiidae;Bathyporeia	""	0.81
Animalia;Arthropoda;Malacostraca;Isopoda;Armadillidiidae;Armadillidium	Pill Bugs	0.81
Animalia;Arthropoda;Branchiopoda;Diplostraca;Daphniidae;Ceriodaphnia	Clam shrimp	0.81
Animalia;Chordata;Aves	""	0.81
Animalia;Mollusca;Bivalvia;Pectinoida;Pectinidae;Mimachlamys	""	0.81
Animalia;Arthropoda;Maxillopoda;Sessilia;Balanidae;Balanus;Balanus balanus	Rough barnacle	2.44
Animalia;Arthropoda;Insecta;Hymenoptera;Cynipidae	""	0.81
Fungi;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina;Taphrina wiesneri	Cherry Leaf Curl	1.63
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Thelonectria;Thelonectria veuillotiana	""	0.81
Animalia;Arthropoda;Arachnida;Mesostigmata;Digamasellidae;NA;Digamasellidae sp. BOLD:ACO1017	""	0.81
Chromista;NA;Dinophyceae;Gonyaulacales;Amphidomataceae;Azadinium;Azadinium caudatum	""	0.81
Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Notropis	""	0.81
Animalia;Arthropoda;Insecta;Lepidoptera;Oecophoridae;Borkhausenia;Borkhausenia catochopis	""	0.81
Animalia;Mollusca;Gastropoda;NA;Calliostomatidae;Calliostoma;Calliostoma ligatum	""	0.81
Animalia;Arthropoda;Insecta;Lepidoptera;NA;NA;Lepidoptera sp. BOLD:AAU0257	""	0.81
Animalia;Arthropoda;Insecta;Hemiptera;Diaspididae;Aspidiotus;Aspidiotus nerii	Oleander scale	0.81
Animalia;Mollusca;Gastropoda;Stylommatophora;Orthalicidae;Plekocheilus	""	0.81
Animalia;Arthropoda;Insecta;Diptera;Tabanidae;Catachlorops;Catachlorops rufescens	Horse flies	1.63
Chromista;NA;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium;Symbiodinium sp. clade E	""	0.81
Animalia;Arthropoda;Insecta;Hemiptera;Cicadidae;Cicadidae gen. cicadJanzen01;Cicadidae gen. cicadJanzen01 sp. Janzen01	""	0.81
Plantae;NA;Florideophyceae;Gigartinales;Kallymeniaceae;Euthora;Euthora cristata	""	0.81
Animalia;Cnidaria;Cubozoa;Carybdeida;Tamoyidae;Tamoya	""	0.81
Animalia;Chordata;Aves;Passeriformes	""	1.63
Animalia;Arthropoda;Insecta;Diptera;Sciaridae	""	1.63
Animalia;Arthropoda;Insecta;Ephemeroptera;Heptageniidae;Atopopus;Atopopus tarsalis	""	0.81
Animalia;Mollusca;Gastropoda;Stylommatophora;Helicarionidae;Ubiquitarion;Ubiquitarion iridis	""	1.63
Animalia;Arthropoda;Insecta;Diptera;Culicidae;Anopheles;Anopheles beklemishevi	""	0.81
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Hirsutella	""	0.81
Animalia;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Phanaeus	""	0.81
Animalia;Arthropoda;Insecta;Lepidoptera;Hesperiidae	""	0.81
Animalia;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Platichthys;Platichthys stellatus	""	0.81
Animalia;Chordata;Actinopteri;Osmeriformes;Osmeridae;Hypomesus;Hypomesus pretiosus	Surf Smelt	0.81
Animalia;Mollusca;Cephalopoda	""	1.63
Animalia;Arthropoda;Insecta;Coleoptera;Lampyridae;Photinus;Photinus australis	""	0.81
Animalia;Arthropoda;Maxillopoda;Calanoida;Centropagidae;Centropages;Centropages abdominalis	Calanoid Copepods	0.81
Animalia;Chordata;Mammalia;NA;Bovidae;Bos	Cattle	1.63
Animalia;Mollusca;Gastropoda;NA;Columbellidae;Alia;Alia gausapata	Dovesnail	0.81
Animalia;Arthropoda;Insecta;Hymenoptera;Pamphiliidae;Pamphilius	""	0.81
Animalia;Annelida;Clitellata;Haplotaxida	""	0.81
Chromista;NA;Dinophyceae;Lophodiniales;Lophodiniaceae;Woloszynskia;Woloszynskia sp. S8-39	""	0.81
Animalia;Mollusca;Gastropoda;NA;Conidae	""	0.81
Animalia;Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;Pentamera;Pentamera lissoplaca	""	0.81
Animalia;Chordata;Ascidiacea;Stolidobranchia;Pyuridae;Microcosmus	""	0.81
Animalia;Arthropoda;Insecta;Hemiptera;Cicadidae;Cicadetta;Cicadetta montana	""	0.81
Animalia;Arthropoda;Insecta;Diptera;Mycetophilidae	Fungus Gnat	1.63
Animalia;Arthropoda;Insecta;Lepidoptera;Tortricidae;Lobesia;Lobesia sp. BOLD:ACO0243	""	0.81
Animalia;Mollusca;Polyplacophora;Neoloricata;Mopaliidae;Cryptochiton;Cryptochiton stelleri	""	1.63
Animalia;Chordata;Actinopteri;Gadiformes;Gadidae;Microgadus;Microgadus proximus	""	0.81
Animalia;Mollusca;Gastropoda;NA;Hermaeidae;Hermaea;Hermaea oliviae	Gastropods	0.81
Animalia;Arthropoda;Insecta;Coleoptera;Hydraenidae;Ochthebius;Ochthebius ferroi	""	0.81
Plantae;NA;Florideophyceae;Acrochaetiales;Acrochaetiaceae;Acrochaetium;Acrochaetium plumosum	Plants	1.63
Plantae;NA;Florideophyceae;Corallinales;Corallinaceae	""	0.81
Animalia;Cnidaria;Anthozoa;Scleractinia	""	0.81
Animalia;Arthropoda;Insecta;Hymenoptera;Braconidae;NA;Microgastrinae sp. CGTURK-0909	""	0.81
Plantae;NA;Florideophyceae;Ceramiales;Ceramiaceae;Corallophila;Corallophila eatoniana	""	1.63
Animalia;Arthropoda;Insecta;Lepidoptera;Hesperiidae;Hesperiidae gen. hespjanzen01;Hesperiidae gen. hespJanzen01 sp. Janzen52	""	0.81
Fungi;Basidiomycota	""	0.81
Animalia;Arthropoda;Arachnida;Araneae;Nesticidae;Nesticella	""	0.81
Animalia;Arthropoda;Insecta;Ephemeroptera;Heptageniidae	""	0.81
Animalia;Arthropoda;Maxillopoda;Calanoida;Euchaetidae;Paraeuchaeta;Paraeuchaeta barbata	""	0.81
Animalia;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea	""	0.81
Plantae;NA;Florideophyceae;Gigartinales;Gigartinaceae	""	0.81
Animalia;Chordata;Aves;Pelecaniformes;Phalacrocoracidae;Nannopterum	""	0.81
Animalia;Arthropoda;Maxillopoda;Calanoida;Paracalanidae;Paracalanus;Paracalanus sp. B AC-2013	""	0.81
Animalia;Chordata;Actinopteri;Blenniiformes;Blenniidae	""	0.81
Chromista;NA;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Alexandrium;Alexandrium concavum	""	0.81
Animalia;Arthropoda;Insecta;Odonata;Libellulidae;Pantala;Pantala flavescens	""	0.81
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia palea	Diatoms	0.81
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus terreus	""	0.81
Animalia;Chordata;Mammalia;Primates	""	0.81
Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Stenus	""	1.63
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus versicolor	""	0.81
Animalia;Arthropoda;Malacostraca;Decapoda;Xanthidae;Garthiope	""	0.81
Animalia;Arthropoda;Chilopoda;Geophilomorpha	""	0.81
Animalia;Mollusca;Gastropoda;Stylommatophora;Rhytididae;Powelliphanta	""	0.81
Animalia;Mollusca;Gastropoda;NA;Trochidae;Cantharidus	""	0.81
Animalia;Echinodermata;Holothuroidea;Aspidochirotida;Holothuriidae;Bohadschia	""	0.81
Animalia;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Nanomia;Nanomia cara	""	0.81
Animalia;Cnidaria;Hydrozoa;Anthoathecata;Hydridae;Hydra	""	0.81
Animalia;Arthropoda;Insecta;Lepidoptera;Gracillariidae;Phyllocnistis	""	0.81
Animalia;Arthropoda;Arachnida;Araneae;Euctenizidae;Promyrmekiaphila	""	0.81
Animalia;Arthropoda;Arachnida;Araneae;Tetragnathidae;Tetragnatha	""	0.81
Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Farfantepenaeus	""	0.81
Animalia;Arthropoda;Malacostraca;Amphipoda;Metacrangonyctidae;Metacrangonyx	""	0.81
Chromista;Phaeophyceae;NA;Ectocarpales;Scytosiphonaceae;Petalonia;Petalonia fascia	""	0.81
Chromista;NA;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum sp. IRTA002	""	0.81
Chromista;NA;Oomycetes;Anisolpidiales;Anisolpidiaceae;Anisolpidium;Anisolpidium ectocarpii	""	0.81
Animalia;Arthropoda;Insecta;Hymenoptera;Colletidae	""	0.81
Animalia;Cnidaria;Scyphozoa	""	0.81
Animalia;Mollusca;Gastropoda;NA;Limapontiidae;Alderia;Alderia modesta	""	0.81
Animalia;Chordata;Actinopteri;NA;Sciaenidae	""	0.81
Animalia;Chordata;Amphibia;Anura;Leptodactylidae;Physalaemus;Physalaemus centralis	""	0.81
Animalia;Annelida;Clitellata;Arhynchobdellida	""	0.81
