,File,Foraging (Y/N),Seal_Presence,Date,File_Timestamp,Time_In_1,Time_Out_1,Time_In_2,Time_Out_2,Time_In_3,Time_Out_3,Time_In_4,Time_Out_4,Time_In_5,Time_Out_5,Time_In_6,Time_Out_6,Cumulative_Time_m,Cumulative_Time_s,TAST_Status,Notes
,May_23_2025_131113_1590,,N,6/1/2025,7:48:18 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1591,,N,6/1/2025,7:56:28 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1592,,N,6/1/2025,8:04:18 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1593,,N,6/1/2025,8:12:16 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1594,,N,6/1/2025,8:20:04 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1595,,N,6/1/2025,8:28:08 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1596,,N,6/1/2025,8:36:06 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1597,,N,6/1/2025,8:44:00 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1598,,N,6/1/2025,8:52:12 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1599,,N,6/1/2025,9:00:04 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1600,,N,6/1/2025,9:08:06 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1601,,N,6/1/2025,9:16:26 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1602,,N,6/1/2025,9:24:52 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1603,,N,6/1/2025,9:33:00 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1604,,N,6/1/2025,9:40:54 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1605,,N,6/1/2025,9:48:44 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1606,,N,6/1/2025,9:56:16 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1607,,N,6/1/2025,10:03:30 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1608,,N,6/1/2025,10:10:50 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1609,,N,6/1/2025,10:18:32 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1610,,Y,6/1/2025,10:25:58 AM,17:18:50,17:19:04,,,,,,,,,,,0:00:14,13.50,OFF,
,May_23_2025_131113_1611,,N,6/1/2025,10:33:28 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1612,,N,6/1/2025,10:40:58 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1613,,N,6/1/2025,10:48:24 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1614,Y,Y,6/1/2025,10:55:56 AM,17:54:03,17:54:10,17:54:15,17:54:17,,,,,,,,,0:00:09,9.40,OFF,
,May_23_2025_131113_1615,,N,6/1/2025,11:03:26 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1616,,N,6/1/2025,11:11:02 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1617,,N,6/1/2025,11:18:38 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1618,,N,6/1/2025,11:26:12 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1619,,N,6/1/2025,11:33:48 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1620,,N,6/1/2025,11:41:08 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1621,,N,6/1/2025,11:48:46 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1622,,N,6/1/2025,11:56:38 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1623,Y,Y,6/1/2025,12:04:28 PM,18:57:03,18:57:12,18:57:44,18:57:55,,,,,,,,,0:00:21,21.00,OFF,
,May_23_2025_131113_1624,Y,Y,6/1/2025,12:12:16 PM,19:05:07,19:05:14,19:05:15,19:05:34,19:05:56,19:06:15,19:07:45,19:07:56,,,,,0:00:57,56.70,OFF,
,May_23_2025_131113_1625,Y,Y,6/1/2025,12:20:10 PM,19:12:46,19:13:00,19:13:38,19:13:48,19:17:28,19:17:38,,,,,,,0:00:34,33.80,OFF,
,May_23_2025_131113_1626,,N,6/1/2025,12:28:06 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1627,Y,Y,6/1/2025,12:36:00 PM,19:29:00,19:29:13,,,,,,,,,,,0:00:13,13.40,OFF,
,May_23_2025_131113_1628,Y,Y,6/1/2025,12:43:46 PM,19:37:18,19:37:27,19:41:22,19:41:25,,,,,,,,,0:00:12,11.50,OFF,
,May_23_2025_131113_1629,Y,Y,6/1/2025,12:51:26 PM,19:49:07,19:49:11,19:50:30,19:50:38,,,,,,,,,0:00:12,11.90,OFF,
,May_23_2025_131113_1630,Y,Y,6/1/2025,12:59:08 PM,19:58:32,19:59:05,,,,,,,,,,,0:00:33,33.30,OFF,
,May_23_2025_131113_1631,,N,6/1/2025,1:07:02 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1632,,N,6/1/2025,1:14:52 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1633,,N,6/1/2025,1:22:34 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1634,,N,6/1/2025,1:30:18 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1635,,N,6/1/2025,1:38:12 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1636,N,Y,6/1/2025,1:46:08 PM,20:39:46,20:40:07,,,,,,,,,,,0:00:21,20.90,OFF,
,May_23_2025_131113_1637,,N,6/1/2025,1:54:02 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1638,,N,6/1/2025,2:02:00 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1639,,N,6/1/2025,2:10:02 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1640,,N,6/1/2025,2:18:20 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1641,,N,6/1/2025,2:26:32 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1642,N,Y,6/1/2025,2:34:34 PM,21:31:24,21:31:36,21:31:42,21:31:55,,,,,,,,,0:00:25,25.10,OFF,
,May_23_2025_131113_1643,,N,6/1/2025,2:42:46 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1644,,N,6/1/2025,2:51:06 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1645,,N,6/1/2025,2:59:42 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1646,,N,6/1/2025,3:08:10 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1647,,N,6/1/2025,3:16:32 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1648,,N,6/1/2025,3:24:32 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1649,,N,6/1/2025,3:32:54 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1650,N,Y,6/1/2025,3:41:22 PM,22:36:01,22:36:14,22:36:35,22:36:55,,,,,,,,,0:00:32,32.30,OFF,
,May_23_2025_131113_1651,,N,6/1/2025,3:49:46 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1652,,N,6/1/2025,3:58:10 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1653,,N,6/1/2025,4:06:22 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1654,,N,6/1/2025,4:14:16 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1655,N,Y,6/1/2025,4:22:16 PM,23:15:53,23:16:07,,,,,,,,,,,0:00:14,14.10,OFF,
,May_23_2025_131113_1656,,N,6/1/2025,4:30:14 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1657,,N,6/1/2025,4:38:10 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1658,,N,6/1/2025,4:46:12 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1659,,N,6/1/2025,4:53:56 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1660,,N,6/1/2025,5:01:36 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1661,,N,6/1/2025,5:09:00 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1662,,N,6/1/2025,5:16:20 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1663,,N,6/1/2025,5:24:00 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1664,,N,6/1/2025,5:31:48 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1665,,N,6/1/2025,5:39:48 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1666,,N,6/1/2025,5:47:38 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1667,,N,6/1/2025,5:55:16 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1668,,N,6/1/2025,6:02:50 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1669,N,Y,6/1/2025,6:10:10 PM,1:09:13,1:09:30,,,,,,,,,,,0:00:16,16.40,OFF,
,May_23_2025_131113_1670,,N,6/1/2025,6:17:34 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1671,,N,6/1/2025,6:24:50 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1672,,N,6/1/2025,6:32:12 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1673,,N,6/1/2025,6:39:38 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1674,,N,6/1/2025,6:47:16 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1675,,N,6/1/2025,6:55:02 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1676,,N,6/1/2025,7:02:50 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1677,,N,6/1/2025,7:10:38 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1678,,N,6/1/2025,7:18:36 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1679,,Y,6/1/2025,7:26:28 PM,2:21:41,2:21:47,,,,,,,,,,,0:00:06,6.00,OFF,
,May_23_2025_131113_1680,,N,6/1/2025,7:34:18 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1681,,N,6/1/2025,7:42:12 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1682,,N,6/1/2025,7:50:16 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1683,,N,6/1/2025,7:58:34 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1684,N,Y,6/1/2025,8:07:04 PM,2:58:43,2:59:26,,,,,,,,,,,0:00:43,43.20,OFF,
,May_23_2025_131113_1685,,N,6/1/2025,8:15:36 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1686,,N,6/1/2025,8:24:02 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1687,,N,6/1/2025,8:32:34 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1688,,N,6/1/2025,8:41:06 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1689,,N,6/1/2025,8:49:34 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1690,,N,6/1/2025,8:58:08 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1691,,N,6/1/2025,9:06:46 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1692,,N,6/1/2025,9:15:30 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1693,,N,6/1/2025,9:24:02 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1694,,N,6/1/2025,9:32:26 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1695,,N,6/1/2025,9:40:40 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1696,,N,6/1/2025,9:49:04 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1697,,N,6/1/2025,9:57:26 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1698,,N,6/1/2025,10:05:44 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1699,N,Y,6/1/2025,10:14:32 PM,5:10:50,5:10:58,,,,,,,,,,,0:00:09,8.60,OFF,
,May_23_2025_131113_1700,,N,6/1/2025,10:23:06 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1701,,N,6/1/2025,10:31:40 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1702,,N,6/1/2025,10:40:16 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1703,,N,6/1/2025,10:48:30 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1704,,N,6/1/2025,10:56:52 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1705,N,Y,6/1/2025,11:05:22 PM,5:56:58,5:57:17,,,,,,,,,,,0:00:19,18.60,OFF,
,May_23_2025_131113_1706,,N,6/1/2025,11:13:52 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1707,,N,6/1/2025,11:22:20 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1708,,N,6/1/2025,11:30:40 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1709,N,Y,6/1/2025,11:38:54 PM,6:33:56,6:34:23,,,,,,,,,,,0:00:26,26.40,OFF,
,May_23_2025_131113_1710,Y,Y,6/1/2025,11:47:00 PM,6:44:01,6:44:18,6:46:44,6:46:55,,,,,,,,,0:00:27,27.40,OFF,
,May_23_2025_131113_1711,,Y,6/1/2025,11:55:10 PM,6:47:27,6:47:33,6:47:26,6:47:33,6:47:37,6:48:42,6:50:57,6:51:30,,,,,0:01:51,110.90,OFF,
,May_23_2025_131113_1712,N,Y,6/2/2025,12:02:54 AM,6:55:51,6:56:11,,,,,,,,,,,0:00:20,20.00,OFF,
,May_23_2025_131113_1713,Y,Y,6/2/2025,12:10:10 AM,7:07:32,7:07:42,,,,,,,,,,,0:00:10,10.00,OFF,
,May_23_2025_131113_1714,,N,6/2/2025,12:18:10 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1715,Y,Y,6/2/2025,12:25:46 AM,7:24:27,7:24:35,,,,,,,,,,,0:00:08,8.00,OFF,
,May_23_2025_131113_1716,,N,6/2/2025,12:32:54 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1717,,N,6/2/2025,12:39:58 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1718,N,Y,6/2/2025,12:47:44 AM,7:40:13,7:40:24,7:45:34,7:45:40,,,,,,,,,0:00:17,17.00,OFF,
,May_23_2025_131113_1719,N,Y,6/2/2025,12:55:54 AM,7:48:45,7:48:55,,,,,,,,,,,0:00:10,10.00,OFF,
,May_23_2025_131113_1720,N,Y,6/2/2025,1:04:16 AM,7:56:15,7:56:26,7:57:12,7:57:27,,,,,,,,,0:00:26,26.00,OFF,
,May_23_2025_131113_1721,N,Y,6/2/2025,1:12:42 AM,8:04:40,8:05:11,,,,,,,,,,,0:00:31,31.00,OFF,
,May_23_2025_131113_1722,N,Y,6/2/2025,1:20:48 AM,8:19:52,8:20:03,,,,,,,,,,,0:00:11,11.00,OFF,
,May_23_2025_131113_1723,N,Y,6/2/2025,1:28:48 AM,8:20:57,8:21:07,8:21:23,8:21:39,,,,,,,,,0:00:26,26.00,OFF,
,May_23_2025_131113_1724,N,Y,6/2/2025,1:36:56 AM,8:29:37,8:30:45,,,,,,,,,,,0:01:08,68.00,OFF,
,May_23_2025_131113_1725,,N,6/2/2025,1:45:02 AM,,,,,,,,,,,,,0,0.00,OFF,Another large object but it does not move so I called it not a seal
,May_23_2025_131113_1726,,N,6/2/2025,1:53:04 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1727,,N,6/2/2025,2:01:04 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1728,,N,6/2/2025,2:08:56 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1729,,N,6/2/2025,2:16:54 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1730,,N,6/2/2025,2:25:04 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1731,,N,6/2/2025,2:33:20 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1732,,N,6/2/2025,2:41:42 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1733,,N,6/2/2025,2:50:00 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1734,,N,6/2/2025,2:58:18 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1735,,N,6/2/2025,3:06:38 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1736,,N,6/2/2025,3:15:00 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1737,,N,6/2/2025,3:23:22 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1738,,N,6/2/2025,3:31:38 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1739,,N,6/2/2025,3:40:02 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1740,,N,6/2/2025,3:48:24 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1741,,N,6/2/2025,3:56:26 AM,,,,,,,,,,,,,0,0.00,OFF,A lot of debris around the blueview
,May_23_2025_131113_1742,,N,6/2/2025,4:04:32 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1743,,N,6/2/2025,4:12:24 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1744,,N,6/2/2025,4:20:00 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1745,,N,6/2/2025,4:27:32 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1746,,N,6/2/2025,4:35:56 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1747,Y,Y,6/2/2025,4:44:12 AM,11:40:51,11:41:14,11:40:52,11:41:12,11:41:14,11:41:35,11:43:03,11:43:27,,,,,0:01:28,88.00,OFF,
,May_23_2025_131113_1748,Y,Y,6/2/2025,4:52:38 AM,11:45:42,11:46:34,,,,,,,,,,,0:00:52,52.00,OFF,
,May_23_2025_131113_1749,Y,Y,6/2/2025,5:00:56 AM,11:55:12,11:55:37,11:56:49,11:57:03,,,,,,,,,0:00:39,39.00,OFF,
,May_23_2025_131113_1750,Y,Y,6/2/2025,5:09:20 AM,12:06:05,12:06:39,,,,,,,,,,,0:00:34,34.00,OFF,
,May_23_2025_131113_1751,,N,6/2/2025,5:17:48 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1752,,N,6/2/2025,5:26:20 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1753,,N,6/2/2025,5:34:52 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1754,,N,6/2/2025,5:43:24 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1755,,N,6/2/2025,5:51:50 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1756,,N,6/2/2025,6:00:10 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1757,,N,6/2/2025,6:08:34 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1758,,N,6/2/2025,6:17:06 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1759,,N,6/2/2025,6:25:34 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1760,,N,6/2/2025,6:33:56 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1761,,N,6/2/2025,6:42:12 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1762,,N,6/2/2025,6:50:18 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1763,,N,6/2/2025,6:58:16 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1764,,N,6/2/2025,7:06:16 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1765,,N,6/2/2025,7:14:10 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1766,,N,6/2/2025,7:22:02 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1767,,N,6/2/2025,7:29:54 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1768,,N,6/2/2025,7:37:46 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1769,,N,6/2/2025,7:45:36 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1770,,N,6/2/2025,7:53:30 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1771,,N,6/2/2025,8:01:48 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1772,,N,6/2/2025,8:09:54 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1773,,N,6/2/2025,8:17:50 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1774,,N,6/2/2025,8:25:42 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1775,,N,6/2/2025,8:33:24 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1776,,N,6/2/2025,8:40:54 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1777,,N,6/2/2025,8:48:24 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1778,,N,6/2/2025,8:56:06 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1779,,N,6/2/2025,9:03:54 AM,,,,,,,,,,,,,0,0.00,OFF,something swims through but it is too small to be a seal and doesn't quite swim right
,May_23_2025_131113_1780,,N,6/2/2025,9:11:46 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1781,,N,6/2/2025,9:19:28 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1782,,N,6/2/2025,9:27:06 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1783,,N,6/2/2025,9:34:20 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1784,,N,6/2/2025,9:41:52 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1785,,N,6/2/2025,9:49:32 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1786,,N,6/2/2025,9:57:22 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1787,,N,6/2/2025,10:05:18 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1788,,N,6/2/2025,10:13:16 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1789,,N,6/2/2025,10:20:36 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1790,,N,6/2/2025,10:28:12 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1791,,N,6/2/2025,10:35:30 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1792,,N,6/2/2025,10:42:38 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1793,N,Y,6/2/2025,10:50:08 AM,17:47:55,17:48:01,,,,,,,,,,,0:00:06,6.00,OFF,
,May_23_2025_131113_1794,N,Y,6/2/2025,10:58:00 AM,17:51:51,17:52:00,,,,,,,,,,,0:00:09,9.00,OFF,
,May_23_2025_131113_1795,N,Y,6/2/2025,11:06:00 AM,18:00:16,18:00:29,,,,,,,,,,,0:00:13,13.00,OFF,
,May_23_2025_131113_1796,,N,6/2/2025,11:13:48 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1797,,N,6/2/2025,11:21:32 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1798,,N,6/2/2025,11:29:08 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1799,,N,6/2/2025,11:36:48 AM,,,,,,,,,,,,,0,0.00,OFF,Something drifts by on the left side of fov but I can't say it was a seal
,May_23_2025_131113_1800,,N,6/2/2025,11:44:28 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1801,,N,6/2/2025,11:52:06 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1802,,N,6/2/2025,11:59:36 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1803,,N,6/2/2025,12:07:08 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1804,,N,6/2/2025,12:14:50 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1805,N,Y,6/2/2025,12:22:34 PM,19:16:38,19:16:46,,,,,,,,,,,0:00:08,8.00,OFF,
,May_23_2025_131113_1806,,N,6/2/2025,12:30:18 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1807,,N,6/2/2025,12:38:10 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1808,,N,6/2/2025,12:45:50 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1809,,N,6/2/2025,12:53:26 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1810,,N,6/2/2025,1:01:08 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1811,,N,6/2/2025,1:08:56 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1812,,N,6/2/2025,1:16:54 PM,,,,,,,,,,,,,0,0.00,OFF,One quick object top right of screen but not enough evidence of it being a seal
,May_23_2025_131113_1813,,N,6/2/2025,1:24:48 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1814,,N,6/2/2025,1:32:50 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1815,,N,6/2/2025,1:40:58 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1816,,N,6/2/2025,1:48:34 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1817,,N,6/2/2025,1:56:02 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1818,,N,6/2/2025,2:03:26 PM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1819,,N,6/2/2025,2:10:44 PM,,,,,,,,,,,,,0,0.00,OFF,
