taxonomic_path	common_name	% samples positive in project
Chromista;Bacillariophyta;Bacillariophyceae;Cymbellales;Cymbellaceae;Brebissonia;Brebissonia lanceolata	Diatoms	7.32
Animalia;Platyhelminthes;Rhabditophora;Rhabdocoela;Polycystididae;Gyratrix;Gyratrix hermaphroditus	Flatworms	0.81
Chromista;Ciliophora;Spirotrichea;Choreotrichida;Strombidinopsidae;Strombidinopsis;Strombidinopsis sp. JG-2011a	Ciliates	8.94
Chromista;Ciliophora;Spirotrichea;Sporadotrichida;Trachelostylidae;Spirotrachelostyla;Spirotrachelostyla tani	Ciliates	0.81
Chromista;NA;Dinophyceae;Gymnodiniales	Dinoflagellates	5.69
Chromista;NA;Dinophyceae;Suessiales;Suessiaceae;Pelagodinium;Pelagodinium sp. JD-2012	Dinoflagellates	18.7
Chromista;Ciliophora;Spirotrichea;Tintinnida;Tintinnidae	Tintinnids	7.32
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae	Bacteria	12.2
Chromista;NA;Dinophyceae;Gonyaulacales;Goniodomataceae;Gambierdiscus;Gambierdiscus caribaeus	Dinoflagellates	15.45
Plantae;Streptophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Silene;Silene reinholdii	Campion	3.25
Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Odonthalia	Red algae	1.63
Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus sp. BHICB-J-Glo1	Fungi	1.63
Chromista;Ciliophora;Oligohymenophorea;Sessilida;Vaginicolidae;Hastatella;Hastatella aesculacantha	Ciliates	1.63
Animalia;Arthropoda;Arachnida;Araneae;Oecobiidae;Oecobius;Oecobius sp. TAB-2009	Flatmesh weavers	0.81
Chromista;NA;Dinophyceae;Gymnodiniales;Warnowiaceae	Dinoflagellates	1.63
Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;NA;NA;Hymenochaetales sp.	Basidio's	1.63
Chromista;NA;Dinophyceae;Peridiniales;Kryptoperidiniaceae	Dinoflagellates	4.88
Fungi;Basidiomycota;Pucciniomycetes;Pucciniales;Melampsoraceae;Melampsora	Rust Fungi	0.81
Protozoa;Heterolobosea;NA;NA;Vahlkampfiidae;Naegleria	Protozoans	2.44
Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleraceae;Bullera;Bullera alba	Jelly Fungi	0.81
Chromista;Ciliophora;Litostomatea;Haptorida;Spathidiidae	Ciliates	4.88
Animalia;Arthropoda;Malacostraca	Malacostracans	1.63
Chromista;Ciliophora;Spirotrichea;NA;Tontoniidae;Pseudotontonia;Pseudotontonia simplicidens	Ciliates	2.44
Chromista;Apicomplexa;Conoidasida;Archigregarinorida;Selenidiidae;Selenidium;Selenidium cf. echinatum	Chromists	3.25
Chromista;NA;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax polygramma	Dinoflagellates	4.88
Animalia;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphipholis;Amphipholis squamata	Dwarf brittle star, Long-armed brittle star, Scale brittle star, Small brittle star, Tiny brittle star	4.88
Animalia;Rotifera;Eurotatoria;Ploima;Gastropidae;Ascomorpha;Ascomorpha ovalis	Rotifers	11.38
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;NA;NA;Eucoccidiorida sp. Okushiri-2009	Chromists	1.63
Chromista;NA;Dinophyceae;Syndiniales;Syndiniaceae;Hematodinium	Dinoflagellates	17.07
Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Kondoaceae;Kondoa	Basidio's	2.44
Chromista;NA;Dinophyceae;Blastodiniales;NA;Blastodinium;Blastodinium mangini	Dinoflagellates	14.63
Plantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Phaseolus	Bean	9.76
Fungi;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Verrucaria;Verrucaria devensis	Wart Lichens	2.44
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Minidiscus;Minidiscus trioculatus	Diatoms	13.82
Protozoa;NA;NA;Apusomonadida;Apusomonadidae;Apusomonas;Apusomonas proboscidea	Protozoans	0.81
Chromista;NA;Chrysophyceae;Hydrurales;Hydruraceae;Hydrurus	Golden-brown algae	8.13
Animalia;Chordata;Actinopteri;Gadiformes	Cods	2.44
Bacteria;Pseudomonadota;Gammaproteobacteria;NA;NA;Thiolapillus;Thiolapillus brandeum	Purple Sulfur Bacteria	3.25
Plantae;Rhodophyta;Florideophyceae;Ceramiales;Callithamniaceae	Red algae	2.44
Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Coraliomargarita;Coraliomargarita akajimensis	Bacteria	15.45
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae	Α-proteobacteria	4.88
Chromista;Ciliophora;Spirotrichea;Sporadotrichida;Oxytrichidae;Protogastrostyla;Protogastrostyla pulchra	Ciliates	1.63
Animalia;Arthropoda;Hexanauplia;Siphonostomatoida;Pennellidae;Lernaeocera;Lernaeocera branchialis	Throat-ogre	8.13
Chromista;Bacillariophyta;Fragilariophyceae;Licmophorales;Ulnariaceae;Catacombas;Catacombas gaillonii	Diatoms	4.88
Chromista;NA;Dinophyceae;Gonyaulacales;Goniodomataceae;Psammodinium;Psammodinium inclinatum	Dinoflagellates	4.07
Animalia;Arthropoda;Hexanauplia;Cyclopoida	Cyclopoid Copepods	1.63
Chromista;Cercozoa;Imbricatea;Thaumatomonadida;Thaumatomastigidae;Thaumatomastix;Thaumatomastix sp. 4 JMS-2012	Chromists	10.57
Protozoa;NA;Ichthyosporea;Ichthyophonida;NA;Anurofeca;Anurofeca sp. LAH-2003	Protozoans	4.07
Plantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia	Acacia	8.13
Animalia;Rotifera;Eurotatoria;Flosculariaceae;Conochilidae;Conochilus;Conochilus hippocrepis	Rotifers	0.81
Animalia;Mollusca;Bivalvia;Mytilida;Mytilidae;Mytilus;Mytilus edulis	Bay mussel	0.81
Bacteria;Pseudomonadota;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter;Pelobacter sp. A3b3	Bacteria	10.57
Plantae;Streptophyta;Polypodiopsida	Leptosporangiate ferns	5.69
Animalia;Arthropoda;Insecta;Neuroptera;Chrysopidae;Chrysoperla;Chrysoperla carnea	Common green lacewing	0.81
Chromista;NA;Dinophyceae;Peridiniales;Podolampadaceae;Roscoffia;Roscoffia capitata	Dinoflagellates	4.07
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema costatum	Diatoms	1.63
Bacteria;Pseudomonadota;Deltaproteobacteria;Syntrophales;Syntrophaceae	Bacteria	6.5
Animalia;Arthropoda;Malacostraca;Amphipoda;Hyperiidae;Themisto	Hyperiids	1.63
Animalia;Cnidaria;Staurozoa;Stauromedusae	Stalked jellyfish	5.69
Animalia;Annelida;Polychaeta;NA;Maldanidae;Metasychis	Bamboo worms	3.25
Protozoa;Cercozoa;NA;Cercomonadida;Cercomonadidae;Paracercomonas	Protozoans	1.63
Animalia;Arthropoda;Hexanauplia;Calanoida;Eucalanidae;Subeucalanus;Subeucalanus pileatus	Calanoid Copepods	2.44
Chromista;Apicomplexa;Conoidasida;Archigregarinorida;Selenidiidae;Selenidium;Selenidium fallax	Chromists	3.25
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium litoralis	Dinoflagellates	4.88
Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales	Green algae	0.81
Protozoa;NA;Ichthyosporea;Dermocystida	Protozoans	4.07
Animalia;Platyhelminthes;Rhabditophora;Polycladida	Flatworms	3.25
Animalia;Platyhelminthes;Rhabditophora;Macrostomida;Microstomidae;Microstomum	Flatworms	1.63
Chromista;NA;Dinophyceae;Syndiniales;Syndiniaceae;Syndinium;Syndinium sp. ex Corycaeus sp.	Dinoflagellates	5.69
Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus sp. 23 ZHNL-2013	Fungi	0.81
Fungi;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniastraceae	Rust Fungi	3.25
Animalia;Mollusca;Gastropoda;Stylommatophora	Slug	1.63
Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Orthopyxis;Orthopyxis crenata	Hydralike animals	0.81
Chromista;Bacillariophyta;Coscinodiscophyceae;Leptocylindrales;Leptocylindraceae;Leptocylindrus;Leptocylindrus convexus	Diatoms	2.44
Animalia;Cnidaria;Hydrozoa;Siphonophorae;Diphyidae	Siphonophores	8.94
Animalia;Arthropoda;Hexanauplia;Calanoida;Acartiidae;Acartia;Acartia bifilosa	Calanoid Copepods	4.88
Animalia;Chordata;Appendicularia;Copelata;Oikopleuridae;Oikopleura	Appendicularians	5.69
Protozoa;NA;Ichthyosporea;NA;NA;Pirum;Pirum gemmata	Protozoans	8.13
Animalia;Chordata;Actinopteri;Uranoscopiformes;Ammodytidae	Sand-eels	1.63
Plantae;Chlorophyta;Ulvophyceae;Ulvales	Sea Lettuces And Single-celled Algae	2.44
Fungi;Mucoromycota;Endogonomycetes;Endogonales;Endogonaceae;Endogone;Endogone pisiformis	Hairy Pea Truffle	0.81
Chromista;NA;Centroplasthelida;Acanthocystida;Raphidocystidae;Raphidocystis;Raphidocystis ambigua	Raphidocystis ambigua	4.07
Plantae;Rhodophyta;Florideophyceae;Gigartinales;Dumontiaceae	Red algae	3.25
Chromista;Apicomplexa;Conoidasida;Archigregarinorida;Selenidiidae;Selenidium;Selenidium terebellae	Chromists	1.63
Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Densocarpa;Densocarpa shanorii	Cup Fungus	2.44
Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae	Bacteria	2.44
Animalia;Annelida;Polychaeta;Sabellida;Sabellidae;Chone;Chone infundibuliformis	Fanworms	1.63
Chromista;NA;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Hemiselmis;Hemiselmis rufescens	Cryptomonads	1.63
Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella sp. MS-6	Fungi	0.81
Animalia;Rotifera;Eurotatoria;Flosculariaceae;Flosculariidae;Ptygura;Ptygura libera	Rotifers	0.81
Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Thermoguttaceae;Thermogutta	Bacteria	5.69
Chromista;NA;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium minutum	Dinoflagellates	7.32
Chromista;Apicomplexa;Conoidasida;NA;NA;NA;Coccidia sp.	Chromists	3.25
Chromista;NA;Dinophyceae;Gonyaulacales;Amphidomataceae;Azadinium;Azadinium caudatum	Dinoflagellates	4.07
Animalia;Annelida;Polychaeta;NA;Scalibregmatidae;Scalibregma;Scalibregma inflatum	Paddle-footed annelids	3.25
Chromista;NA;Phaeophyceae;Laminariales;Laminariaceae;Hedophyllum;Hedophyllum nigripes	Brown algae	2.44
Protozoa;Euglenozoa;Euglenida;Petalomonadida;Sphenomonadidae;Sphenomonas;Sphenomonas cf. tristriata	Euglenoids	11.38
Animalia;Arthropoda;Hexanauplia;Polyarthra;Longipediidae;Longipedia;Longipedia koreana	Arthropod	1.63
Animalia;Rotifera;Eurotatoria;Ploima;Notommatidae;Monommata	Rotifers	4.07
Chromista;NA;Bigyra;Thraustochytrida;Thraustochytriaceae	Chromists	3.25
Chromista;NA;Dinophyceae;Peridiniales;Peridiniaceae;Pentapharsodinium;Pentapharsodinium tyrrhenicum	Dinoflagellates	3.25
Plantae;Chlorophyta;Chlorophyceae;Oedogoniales;Oedogoniaceae;Oedogonium	Chlorophycean Green Algae	1.63
Protozoa;Endomyxa;NA;Vampyrellida;Vampyrellidae;NA;Vampyrellidae sp.	Protozoans	1.63
Bacteria;Pseudomonadota;Deltaproteobacteria;Bradymonadales;Lujinxingiaceae;Lujinxingia	Bacteria	3.25
Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cuniculitremaceae;Kockovaella;Kockovaella thailandica	Jelly Fungi	8.94
Animalia;Cnidaria;Hydrozoa;Trachymedusae;Geryoniidae;Liriope;Liriope tetraphylla	Hydralike animals	2.44
Chromista;NA;Centroplasthelida;Pterocystida;Pterocystidae;Chlamydaster;Chlamydaster sterni	Sun Animalcules	5.69
Plantae;Rhodophyta;Florideophyceae;Gigartinales;Kallymeniaceae;Croisettea;Croisettea tasmanica	Red algae	1.63
Chromista;NA;Dinophyceae;Peridiniales;Diplopsaliaceae;Gotoius;Gotoius excentricus	Dinoflagellates	6.5
Plantae;Streptophyta;Magnoliopsida;Lamiales;Plantaginaceae	Plantain family	12.2
Bacteria;Pseudomonadota;Alphaproteobacteria;Holosporales	Α-proteobacteria	6.5
Animalia;Mollusca;Bivalvia;Venerida;Vesicomyidae;Archivesica;Archivesica marissinica	Bivalves	5.69
Protozoa;NA;Ichthyosporea;Ichthyophonida;Ichthyophonidae;Ichthyophonus	Protozoans	5.69
Chromista;Cercozoa;Imbricatea;Thaumatomonadida;NA;Allas;Allas sp.	Chromists	5.69
Plantae;Rhodophyta;Florideophyceae;Batrachospermales;NA;Balliopsis;Balliopsis prieurii	Red algae	7.32
Chromista;Ciliophora;Oligohymenophorea;Philasterida;Orchitophryidae;Mesanophrys;Mesanophrys carcini	Ciliates	2.44
Bacteria;Pseudomonadota;Epsilonproteobacteria	Bacteria	1.63
Plantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Trisetum;Trisetum preslii	Cereal	0.81
Protozoa;Endomyxa;Ascetosporea;Haplosporida;NA;Bonamia	Lady's nightcap	6.5
Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Dioszegia;Dioszegia crocea	Jelly Fungi	0.81
Animalia;Chordata;Ascidiacea;Phlebobranchia;Corellidae;Corella;Corella eumyota	Orange-tipped sea squirt	5.69
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;NA;NA;Hyphomicrobiales bacterium	Α-proteobacteria	3.25
Protozoa;Euglenozoa;Euglenida;Petalomonadida;Scytomonadidae;Petalomonas	Euglenoids	11.38
Plantae;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Alyssum	Alyssum	1.63
Chromista;Bacillariophyta;Bacillariophyceae;Cymbellales	Diatoms	0.81
Bacteria;Pseudomonadota;Gammaproteobacteria;NA;NA;NA;Loripes lacteus gill symbiont	Γ-proteobacteria	7.32
Chromista;NA;Dinophyceae;Peridiniales;Endodiniaceae;Brandtodinium;Brandtodinium nutricula	Dinoflagellates	4.88
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Alloascoideaceae;Alloascoidea;Alloascoidea hylecoeti	Budding Yeasts	3.25
Chromista;NA;Cryptophyceae;Cryptomonadales	Chromists	1.63
Animalia;Arthropoda;Hexanauplia;Calanoida;Clausocalanidae;Pseudocalanus	Calanoid Copepods	9.76
Chromista;NA;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium	Dinoflagellates	0.81
Fungi;Ascomycota;Arthoniomycetes	Asco's	1.63
Chromista;Ciliophora;Prostomatea;Prorodontida;Holophryidae;Holophrya;Holophrya teres	Ciliates	8.94
Animalia;Arthropoda;Collembola;Entomobryomorpha	Collembolans	1.63
Chromista;NA;Pelagophyceae;Pelagomonadales;NA;Aureococcus;Aureococcus anophagefferens	Brown algae	3.25
Chromista;Apicomplexa;Marosporida;Agamococcidiorida;Rhytidocystidae;Rhytidocystis;Rhytidocystis dobrovolskiji	Chromists	6.5
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;Eimeriidae;Cyclospora	Chromists	2.44
Chromista;NA;Phaeophyceae;Laminariales;Lessoniaceae;Ecklonia	Brown algae	1.63
Bacteria;Pseudomonadota;Gammaproteobacteria;Orbales;Orbaceae;Gilliamella;Gilliamella apicola	Γ-proteobacteria	4.07
Animalia;Cnidaria;Anthozoa;Pennatulacea;Virgulariidae;Acanthoptilum;Acanthoptilum sp.	Anthozoans	4.07
Chromista;NA;Bigyra;Opalinata;Blastocystidae	Chromists	3.25
Protozoa;NA;NA;Rotosphaerida;Nucleariidae;Nuclearia;Nuclearia sp. B3	Protozoans	6.5
Chromista;Bacillariophyta;Bacillariophyceae;Cymbellales;Cymbellaceae;Cymbella;Cymbella cistuliformis	Diatoms	3.25
Chromista;Ciliophora;Oligohymenophorea;Philasterida;Cinetochilidae;Sathrophilus;Sathrophilus planus	Ciliates	3.25
Protozoa;Endomyxa;Ascetosporea;Haplosporida;Haplosporidiidae;Haplosporidium;Haplosporidium tuxtlensis	Protozoans	1.63
Plantae;Streptophyta;Magnoliopsida;Alismatales;Araceae;Landoltia;Landoltia punctata	Dotted duckmeat	0.81
Animalia;Nemertea;Enopla;Monostilifera;Amphiporidae;Zygonemertes;Zygonemertes virescens	Proboscis worms	1.63
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida	Chromists	8.94
Chromista;Ciliophora;Phyllopharyngea;Chlamydodontida;Chilodonellidae;Pseudochilodonopsis;Pseudochilodonopsis sp. 2 WS-2013	Ciliates	0.81
Chromista;Apicomplexa;Conoidasida;Eugregarinorida;Lecudinidae;Ancora;Ancora cf. sagittata	Chromists	1.63
Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Sistotrema;Sistotrema athelioides	Basidio's	1.63
Fungi;Ascomycota;Laboulbeniomycetes;Pyxidiophorales;Pyxidiophoraceae;Pyxidiophora;Pyxidiophora nyctalidis	Asco's	0.81
Chromista;Ciliophora;Spirotrichea;Sporadotrichida;Oxytrichidae;Oxytricha;Oxytricha sp.	Ciliates	2.44
Plantae;Streptophyta;Bryopsida;Pottiales;Pottiaceae;Didymodon;Didymodon subandreaeoides	Pottia Family	1.63
Animalia;Ctenophora;Tentaculata;Lobata;Bolinopsidae;Bolinopsis;Bolinopsis infundibulum	Common northern comb jelly	3.25
Protozoa;Discosea;NA;Longamoebia	Protozoans	2.44
Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Pseudotomentella;Pseudotomentella sp.	Basidio's	0.81
Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ameiridae;Nitokra;Nitokra hibernica	Copepod	0.81
Plantae;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Corchorus	Jute	2.44
Animalia;Rotifera;Eurotatoria;Ploima;Synchaetidae;Synchaeta;Synchaeta vorax	Rotifers	10.57
Plantae;Streptophyta;Magnoliopsida;Asparagales;Orchidaceae;Aerides	Orchid	1.63
Fungi;Ascomycota;Dothideomycetes;Tubeufiales;NA;NA;Tubeufiales sp.	Asco's	1.63
Protozoa;Euglenozoa;Euglenida;NA;NA;Rapaza;Rapaza viridis	Euglenoids	5.69
Chromista;NA;Dinophyceae;Syndiniales;Eudubosquellidae;Euduboscquella;Euduboscquella sp. ex Favella arcuata	Dinoflagellates	4.07
Animalia;Arthropoda;Hexanauplia;Siphonostomatoida	Arthropod	1.63
Chromista;Cercozoa;Thecofilosea;Cryomonadida;Rhogostomidae;NA;Rhogostomidae sp.	Chromists	6.5
Chromista;NA;Bigyra;Thraustochytrida;Thraustochytriaceae;Thraustochytrium	Chromists	5.69
Plantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Milium	Millet grass	0.81
Animalia;Chordata;Ascidiacea;Stolidobranchia;Styelidae	Ascidians	5.69
Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae	Fungi	1.63
Chromista;Ciliophora;Nassophorea;Microthoracida;Discotrichidae;Lopezoterenia;Lopezoterenia paratorpens	Ciliates	1.63
Chromista;NA;Dinophyceae;Blastodiniales;NA;Blastodinium;Blastodinium contortum	Dinoflagellates	2.44
Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Megoura	Aphid	0.81
Animalia;Arthropoda;Malacostraca;Decapoda	Crabs	3.25
Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Nannochloris;Nannochloris sp. MI37	Green algae	2.44
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Neoascochyta	Asco's	0.81
Animalia;Arthropoda;Hexanauplia;Calanoida;Calanidae;Neocalanus;Neocalanus robustior	Calanoid Copepods	8.13
Bacteria;Pseudomonadota;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;Candidatus Pelagibacter;Candidatus Pelagibacter sp. AAA795-J21	Α-proteobacteria	2.44
Plantae;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Rosa;Rosa praelucens	Rose	1.63
Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Rhodoptilum;Rhodoptilum plumosum	Red algae	6.5
Bacteria;Pseudomonadota;Gammaproteobacteria;Candidatus Comchoanobacterales;Candidatus Comchoanobacteraceae;Candidatus Comchoanobacter;Candidatus Comchoanobacter bicostacola	Γ-proteobacteria	3.25
Chromista;NA;Dinophyceae;Peridiniales;Diplopsaliaceae	Dinoflagellates	13.01
Animalia;Rotifera;Eurotatoria;Ploima;Notommatidae;Pleurotrocha;Pleurotrocha sigmoidea	Rotifers	0.81
Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas sp. 520P1	Γ-proteobacteria	5.69
Plantae;Rhodophyta;Florideophyceae;Peyssonneliales;Peyssonneliaceae	Red algae	4.07
Plantae;Chlorophyta;Ulvophyceae;Ulotrichales	Sea Lettuces And Single-celled Algae	2.44
Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium;Cystobasidium sp.	Basidio's	0.81
Chromista;Ciliophora;Spirotrichea;Choreotrichida;Lynnellidae;Lynnella;Lynnella semiglobulosa	Ciliates	3.25
Chromista;Bacillariophyta;Coscinodiscophyceae;Melosirales;Stephanopyxidaceae;Stephanopyxis;Stephanopyxis palmeriana	Diatoms	2.44
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;Candidatus Coxiella mudrowiae	Γ-proteobacteria	4.07
Chromista;NA;Dinophyceae;Blastodiniales;NA;Haplozoon;Haplozoon gracile	Dinoflagellates	2.44
Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Pseudoplatyophrya;Pseudoplatyophrya nana	Ciliates	1.63
Chromista;NA;Dinophyceae;Gonyaulacales;Pyrophacaceae;Fragilidium;Fragilidium subglobosum	Dinoflagellates	1.63
Chromista;Bacillariophyta;Coscinodiscophyceae;Stephanodiscales;Stephanodiscaceae	Diatoms	1.63
Bacteria;Cyanobacteria;NA;Chroococcidiopsidales;NA;Compactococcus;Compactococcus sarcinoides	Bacteria	3.25
Fungi;Ascomycota;Xylonomycetes;Xylonales;Xylonaceae;Xylona;Xylona heveae	Asco's	1.63
Animalia;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Kulikovia;Kulikovia cf. montgomeryi	Proboscis worms	1.63
Chromista;NA;Phaeophyceae;Ectocarpales;Chordariaceae;Halothrix;Halothrix ambigua	Brown algae	4.88
Protozoa;NA;NA;Apusomonadida;Apusomonadidae;Amastigomonas;Amastigomonas mutabilis	Protozoans	4.07
Animalia;Cnidaria;Hydrozoa;Anthoathecata;Proboscidactylidae;Proboscidactyla	Hydralike animals	1.63
Animalia;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Styela;Styela clava	Asian tunicate	1.63
Chromista;Ciliophora;Oligohymenophorea;Philasterida;Uronematidae;Uronema;Uronema sp. WS-2012	Ciliates	2.44
Animalia;Chordata;Ascidiacea;Aplousobranchia;Clavelinidae;Distaplia;Distaplia dubia	Ascidians	1.63
Chromista;NA;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum sipadanense	Dinoflagellates	1.63
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Didymella;Didymella aeria	Asco's	1.63
Chromista;NA;Bigyra;Thraustochytrida;Thraustochytriaceae;NA;Thraustochytriidae sp. thel2	Chromists	1.63
Plantae;Streptophyta;Charophyceae;Charales;Characeae;Nitella	Stonewort	0.81
Chromista;NA;Cryptophyceae;Cyathomonadacea;Goniomonadaceae;Goniomonas;Goniomonas sp. SH-8	Cryptomonads	1.63
Chromista;Haptophyta;NA;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis antarctica	Haptophytes	2.44
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;Eimeriidae;Eimeria;Eimeria maxima	Chromists	2.44
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Lipomycetaceae;Lipomyces;Lipomyces anomalus	Budding Yeasts	0.81
Animalia;Annelida;Polychaeta;Phyllodocida;Syllidae	Scale Worm	1.63
Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;NA;Methylococcaceae bacterium	Γ-proteobacteria	1.63
Plantae;Rhodophyta;Florideophyceae;Nemastomatales;Schizymeniaceae	Red algae	1.63
Chromista;Apicomplexa;Conoidasida;Eugregarinorida;Cephaloidophoridae;Cephaloidophora	Chromists	1.63
Plantae;Streptophyta;Polypodiopsida;Polypodiales;Aspleniaceae;Asplenium;Asplenium trichomanes	Maidenhair Spleenwort	0.81
Bacteria;Pseudomonadota;Deltaproteobacteria;NA;NA;NA;sulfate-reducing bacterium mXyS1	Bacteria	4.88
Plantae;Rhodophyta	Red algae	3.25
Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;Holophaga sp. oral clone CA002	Bacteria	4.88
Protozoa;Endomyxa;Ascetosporea;Haplosporida	Protozoans	8.13
Animalia;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Parasagitta	Arrow worms	0.81
Protozoa;Discosea;Flabellinia;Dactylopodida;Paramoebidae;Paramoeba;Paramoeba karteshi	Protozoans	2.44
Chromista;Ciliophora;Oligohymenophorea;Sessilida;Epistylidae;Epistylis;Epistylis hentscheli	Ciliates	4.88
Protozoa;Endomyxa;NA;Vampyrellida;Sericomyxidae;Sericomyxa;Sericomyxa perlucida	Protozoans	2.44
Chromista;NA;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium affine	Dinoflagellates	1.63
Fungi;Zoopagomycota;Entomophthoromycetes;Entomophthorales;Entomophthoraceae;Pandora;Pandora neoaphidis	Insect Destroyers	1.63
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;NA;NA;Rhodospirillales bacterium	Α-proteobacteria	3.25
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;Eimeriidae;Eimeria	Chromists	1.63
Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Nicolea;Nicolea zostericola	Spaghetti Worms	0.81
Chromista;Ciliophora;Heterotrichea;Heterotrichida;Condylostomatidae;Condylostoma;Condylostoma sp. SUAS-2014	Ciliates	2.44
Animalia;Arthropoda;Hexanauplia;Cyclopoida;Cyclopidae;Macrocyclops;Macrocyclops albidus	Copepods	0.81
Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	Slippery Jacks	1.63
Plantae;Streptophyta;Bryopsida;Dicranales	Fork-mosses	1.63
Chromista;NA;Dinophyceae;Gonyaulacales;Crypthecodiniaceae;Crypthecodinium;Crypthecodinium sp. CAAE-CL2	Dinoflagellates	1.63
Chromista;NA;Dinophyceae;Peridiniales;Amphidiniopsidaceae;Amphidiniopsis;Amphidiniopsis uroensis	Dinoflagellates	1.63
Animalia;Arthropoda;Insecta;Psocoptera;Liposcelididae	Booklouse	1.63
